Tm,#Fld,RA/G,DefEff,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,PLAYOFFS,YEAR,Range_Factor
Florida Marlins,50,5.5,0.659,162,1458,1119,12993,5978,4331,1510,137,159,0.977,-50,1,2007,36.05555556
Houston Astros,41,5.02,0.685,162,1458,993,13182,6186,4394,1689,103,128,0.983,-16,1,2007,37.54938272
Kansas City Royals,45,4.8,0.681,162,1458,1111,12936,5971,4312,1553,106,160,0.982,17,0,2007,36.2037037
Los Angeles Angels of Anaheim,42,4.51,0.678,162,1458,1131,12915,5956,4305,1550,101,154,0.983,12,0,2007,36.14197531
Los Angeles Dodgers,45,4.49,0.682,162,1458,1046,13050,6115,4350,1651,114,160,0.981,-19,0,2007,37.04320988
Milwaukee Brewers,40,4.79,0.675,162,1458,1115,12999,5971,4333,1529,109,144,0.982,-45,0,2007,36.18518519
Minnesota Twins,42,4.48,0.685,162,1458,1161,12930,6017,4310,1611,96,151,0.984,-5,1,2007,36.54938272
New York Mets,49,4.63,0.698,162,1458,1168,13071,5976,4357,1518,101,124,0.983,28,0,2007,36.2654321
New York Yankees,49,4.8,0.689,162,1458,1099,13056,6028,4352,1588,88,174,0.985,9,0,2007,36.66666667
Oakland Athletics,52,4.68,0.691,162,1458,1174,13032,6121,4344,1687,90,153,0.985,-14,0,2007,37.22839506
Philadelphia Phillies,45,5.07,0.686,162,1458,1014,13125,6187,4375,1723,89,162,0.986,19,0,2007,37.64197531
Pittsburgh Pirates,46,5.22,0.673,162,1458,1140,13029,6147,4343,1721,83,190,0.986,-34,1,2007,37.43209877
San Diego Padres,46,4.09,0.699,163,1467,1165,13362,6312,4454,1766,92,147,0.985,-20,1,2007,38.1595092
Seattle Mariners,43,5.02,0.672,162,1458,1120,12909,6049,4303,1656,90,167,0.985,-32,0,2007,36.78395062
San Francisco Giants,44,4.44,0.694,162,1458,1072,13083,6115,4361,1666,88,148,0.986,7,0,2007,37.2037037
St. Louis Cardinals,45,5.12,0.689,162,1458,1027,12921,6100,4307,1672,121,155,0.98,1,1,2007,36.90740741
Tampa Bay Devil Rays,45,5.83,0.652,162,1458,1211,12867,5954,4289,1548,117,155,0.98,-68,1,2007,36.0308642
Texas Rangers,50,5.21,0.679,162,1458,1073,12870,6159,4290,1745,124,179,0.98,6,0,2007,37.25308642
Toronto Blue Jays,45,4.31,0.703,162,1458,1131,13038,6301,4346,1853,102,160,0.984,58,0,2007,38.2654321
Washington Nationals,47,4.83,0.698,162,1458,1065,13020,6016,4340,1567,109,153,0.982,9,1,2007,36.46296296
Arizona Diamondbacks,45,4.86,0.685,162,1458,1151,13137,6259,4379,1776,104,172,0.983,12,0,2006,37.99382716
Atlanta Braves,45,4.97,0.686,162,1458,1087,12972,6031,4324,1608,99,146,0.984,57,0,2006,36.61728395
Baltimore Orioles,46,5.55,0.678,162,1458,1102,12771,5966,4257,1607,102,156,0.983,-4,0,2006,36.19753086
Boston Red Sox,53,5.09,0.679,162,1458,1056,12972,6052,4324,1662,66,174,0.989,0,0,2006,36.95061728
Chicago Cubs,46,5.15,0.698,162,1458,1115,12951,5903,4317,1480,106,122,0.982,5,1,2006,35.78395062
Chicago White Sox,37,4.9,0.693,162,1458,1096,13041,6092,4347,1655,90,145,0.985,-30,0,2006,37.04938272
Cincinnati Reds,52,4.94,0.68,162,1458,1119,13011,6064,4337,1599,128,139,0.979,-31,0,2006,36.64197531
Cleveland Indians,45,4.83,0.675,162,1458,1208,12810,6057,4270,1669,118,165,0.981,-22,1,2006,36.66049383
Colorado Rockies,50,5.01,0.683,162,1458,1158,13026,6249,4342,1816,91,190,0.985,22,0,2006,38.01234568
Detroit Tigers,38,4.17,0.701,162,1458,1124,13032,6230,4344,1780,106,162,0.983,57,0,2006,37.80246914
Florida Marlins,40,4.77,0.683,162,1458,995,12900,6014,4300,1588,126,166,0.979,-5,1,2006,36.34567901
Houston Astros,38,4.44,0.701,162,1458,1042,13218,6239,4406,1753,80,164,0.987,68,1,2006,38.01851852
Kansas City Royals,53,5.99,0.676,162,1458,1165,12837,6035,4279,1658,98,189,0.984,-6,1,2006,36.64814815
Los Angeles Angels of Anaheim,40,4.52,0.69,162,1458,1097,13074,6027,4358,1545,124,154,0.979,9,1,2006,36.4382716
Los Angeles Dodgers,50,4.64,0.681,162,1458,1049,13143,6292,4381,1796,115,174,0.982,-27,0,2006,38.12962963
Milwaukee Brewers,49,5.14,0.685,162,1458,1179,12831,5976,4277,1582,117,126,0.98,-18,1,2006,36.16666667
Minnesota Twins,38,4.22,0.685,162,1458,1174,12954,6049,4318,1647,84,135,0.986,-2,0,2006,36.82098765
New York Mets,49,4.51,0.701,162,1458,1173,13152,6126,4384,1638,104,131,0.983,42,0,2006,37.17283951
New York Yankees,49,4.73,0.696,162,1458,1023,12993,6028,4331,1593,104,145,0.983,-24,0,2006,36.56790123
Oakland Athletics,39,4.49,0.688,162,1458,1191,13065,6065,4355,1626,84,173,0.986,-11,0,2006,36.91975309
Philadelphia Phillies,44,5.01,0.681,162,1458,1096,13143,6170,4381,1685,104,153,0.983,-13,1,2006,37.44444444
Pittsburgh Pirates,41,4.92,0.674,162,1458,1147,12915,6199,4305,1790,104,168,0.983,-37,0,2006,37.62345679
San Diego Padres,43,4.19,0.71,162,1458,1081,13173,6079,4391,1596,92,138,0.985,30,0,2006,36.95679012
Seattle Mariners,49,4.89,0.69,162,1458,1171,13020,6058,4340,1630,88,150,0.985,17,0,2006,36.85185185
San Francisco Giants,44,4.91,0.7,161,1449,1032,12867,5961,4289,1581,91,132,0.985,22,0,2006,36.45962733
St. Louis Cardinals,41,4.73,0.697,161,1449,1016,12867,6169,4289,1782,98,170,0.984,33,0,2006,37.70807453
Tampa Bay Devil Rays,49,5.28,0.671,162,1458,1125,12783,5971,4261,1594,116,156,0.981,-55,0,2006,36.14197531
Texas Rangers,51,4.84,0.678,162,1458,1199,12882,6140,4294,1748,98,174,0.984,-33,0,2006,37.2962963
Toronto Blue Jays,42,4.65,0.693,162,1458,1097,12855,6096,4285,1712,99,157,0.984,32,0,2006,37.01851852
Washington Nationals,57,5.38,0.689,162,1458,1118,12927,5941,4309,1501,131,123,0.978,-37,0,2006,35.86419753
Arizona Diamondbacks,43,5.28,0.683,162,1458,1093,13107,6257,4369,1794,94,159,0.985,-25,0,2005,38.04320988
Atlanta Braves,45,4.16,0.693,162,1458,1142,12993,6219,4331,1802,86,170,0.986,71,0,2005,37.85802469
Baltimore Orioles,46,4.94,0.692,162,1458,1111,12849,6069,4283,1679,107,154,0.982,7,0,2005,36.80246914
Boston Red Sox,52,4.97,0.682,162,1458,1063,12861,6019,4287,1623,109,135,0.982,-72,0,2005,36.48148148
Chicago Cubs,43,4.41,0.699,162,1458,1109,12960,6079,4320,1658,101,136,0.983,0,1,2005,36.90123457
Chicago White Sox,37,3.98,0.711,162,1458,1183,13281,6191,4427,1670,94,166,0.985,8,0,2005,37.63580247
Cincinnati Reds,45,5.45,0.676,163,1467,1153,12897,5990,4299,1587,104,133,0.983,-49,0,2005,36.11042945
Cleveland Indians,36,3.96,0.709,162,1458,1212,13074,6110,4358,1646,106,156,0.983,70,1,2005,37.0617284
Colorado Rockies,53,5.32,0.67,162,1458,1121,12768,6080,4256,1706,118,158,0.981,-24,0,2005,36.80246914
Detroit Tigers,45,4.86,0.695,162,1458,1133,12921,6208,4307,1791,110,171,0.982,12,0,2005,37.64197531
Florida Marlins,47,4.52,0.677,162,1458,1123,12981,6089,4327,1659,103,177,0.983,-50,0,2005,36.95061728
Houston Astros,36,3.74,0.705,163,1467,1068,12987,6118,4329,1700,89,146,0.985,43,1,2005,36.98773006
Kansas City Royals,45,5.77,0.666,162,1458,1165,12720,6011,4240,1646,125,163,0.979,-77,0,2005,36.33333333
Los Angeles Angels of Anaheim,40,3.97,0.7,162,1458,1114,13179,6001,4393,1521,87,139,0.986,27,0,2005,36.50617284
Los Angeles Dodgers,44,4.66,0.699,162,1458,1078,12846,6115,4282,1727,106,141,0.983,-4,0,2005,37.09259259
Milwaukee Brewers,38,4.3,0.696,162,1458,1157,12942,5915,4314,1482,119,139,0.98,-12,0,2005,35.77777778
Minnesota Twins,37,4.09,0.702,162,1458,1137,13179,6259,4393,1764,102,171,0.984,33,1,2005,38.00617284
New York Mets,42,4,0.7,162,1458,1128,12921,6070,4307,1657,106,146,0.983,11,0,2005,36.81481481
New York Yankees,51,4.87,0.69,162,1458,1097,12876,6075,4292,1688,95,151,0.984,-67,1,2005,36.91358025
Oakland Athletics,41,4.06,0.715,162,1458,1188,13053,6088,4351,1649,88,166,0.986,61,0,2005,37.03703704
Philadelphia Phillies,40,4.48,0.703,162,1458,1130,12915,6003,4305,1608,90,132,0.985,69,0,2005,36.5
Pittsburgh Pirates,44,4.75,0.693,162,1458,1101,12924,6228,4308,1803,117,193,0.981,6,0,2005,37.72222222
San Diego Padres,46,4.48,0.689,162,1458,1049,13098,6004,4366,1529,109,136,0.982,-42,0,2005,36.38888889
Seattle Mariners,48,4.64,0.701,162,1458,1200,12849,5944,4283,1575,86,144,0.986,-8,0,2005,36.16049383
San Francisco Giants,49,4.6,0.699,162,1458,1104,12999,6053,4333,1630,90,146,0.985,18,1,2005,36.80864198
St. Louis Cardinals,40,3.91,0.703,162,1458,1030,13011,6388,4337,1951,100,196,0.984,90,0,2005,38.81481481
Tampa Bay Devil Rays,43,5.78,0.681,162,1458,1104,12795,5835,4265,1446,124,139,0.979,-43,1,2005,35.25308642
Texas Rangers,50,5.3,0.68,162,1458,1202,12960,6106,4320,1678,108,149,0.982,-34,0,2005,37.02469136
Toronto Blue Jays,36,4.35,0.701,162,1458,1109,13023,6193,4341,1757,95,154,0.985,5,1,2005,37.64197531
Washington Nationals,54,4.15,0.697,162,1458,1087,13122,6014,4374,1548,92,156,0.985,-5,0,2005,36.55555556
Anaheim Angels,38,4.53,0.688,162,1458,1062,13089,5964,4363,1511,90,126,0.985,-10,0,2004,36.25925926
Arizona Diamondbacks,52,5.55,0.682,162,1458,1147,12924,6163,4308,1716,139,144,0.977,-7,0,2004,37.18518519
Atlanta Braves,39,4.12,0.688,162,1458,1095,13050,6257,4350,1791,116,171,0.981,49,0,2004,37.90740741
Baltimore Orioles,46,5.12,0.686,162,1458,1150,13098,6159,4366,1683,110,161,0.982,-13,1,2004,37.33950617
Boston Red Sox,49,4.74,0.693,162,1458,982,13062,6122,4354,1650,118,129,0.981,-2,0,2004,37.0617284
Chicago Cubs,43,4.1,0.697,162,1458,1123,13188,6061,4396,1579,86,126,0.986,-2,0,2004,36.88271605
Chicago White Sox,42,5.13,0.693,162,1458,1137,12891,6064,4297,1667,100,167,0.984,-4,0,2004,36.81481481
Cincinnati Reds,44,5.6,0.688,162,1458,1063,12993,6085,4331,1641,113,123,0.981,-13,0,2004,36.86419753
Cleveland Indians,51,5.29,0.684,162,1458,1160,13200,6182,4400,1676,106,152,0.983,-20,0,2004,37.50617284
Colorado Rockies,47,5.7,0.677,162,1458,1081,12918,6218,4306,1823,89,161,0.986,-34,0,2004,37.83333333
Detroit Tigers,39,5.21,0.681,162,1458,1125,12957,6175,4319,1712,144,160,0.977,-19,1,2004,37.22839506
Florida Marlins,45,4.32,0.699,162,1458,1153,12951,6006,4317,1603,86,153,0.986,13,0,2004,36.54320988
Houston Astros,42,4.31,0.685,162,1458,1064,12987,6050,4329,1620,101,136,0.983,8,0,2004,36.72222222
Kansas City Royals,58,5.59,0.674,162,1458,1180,12783,6027,4261,1635,131,169,0.978,-52,1,2004,36.39506173
Los Angeles Dodgers,43,4.22,0.711,162,1458,1112,13080,6099,4360,1666,73,145,0.988,70,0,2004,37.19753086
Milwaukee Brewers,40,4.7,0.693,161,1449,1168,12978,6037,4326,1594,117,132,0.981,3,1,2004,36.77018634
Minnesota Twins,42,4.41,0.684,162,1458,1120,13284,6187,4428,1658,101,158,0.984,-33,0,2004,37.56790123
Montreal Expos,46,4.75,0.694,162,1458,1122,13023,6139,4341,1699,99,172,0.984,39,1,2004,37.28395062
New York Mets,52,4.51,0.696,162,1458,1040,13041,6229,4347,1745,137,144,0.978,-23,0,2004,37.60493827
New York Yankees,43,4.99,0.685,162,1458,1119,12993,6001,4331,1571,99,148,0.984,-54,0,2004,36.43209877
Oakland Athletics,36,4.58,0.698,162,1458,1161,13242,6314,4414,1809,91,172,0.986,19,0,2004,38.41358025
Philadelphia Phillies,39,4.82,0.702,162,1458,1157,13164,6098,4388,1629,81,142,0.987,39,0,2004,37.14197531
Pittsburgh Pirates,43,4.62,0.684,161,1449,1042,12852,6080,4284,1693,103,189,0.983,-17,0,2004,37.1242236
San Diego Padres,46,4.35,0.693,162,1458,1099,12969,6033,4323,1602,108,146,0.982,-17,0,2004,36.57407407
Seattle Mariners,48,5.08,0.699,162,1458,1143,13134,5954,4378,1473,103,140,0.983,19,0,2004,36.11728395
San Francisco Giants,42,4.75,0.694,162,1458,1064,13113,6209,4371,1737,101,153,0.984,20,1,2004,37.7037037
St. Louis Cardinals,37,4.07,0.71,162,1458,1037,13083,6292,4361,1834,97,154,0.985,72,0,2004,38.24074074
Tampa Bay Devil Rays,47,5.23,0.699,161,1449,1163,12753,5900,4251,1530,119,139,0.98,38,1,2004,35.9068323
Texas Rangers,52,4.9,0.686,162,1458,1151,12957,6064,4342,1607,115,152,0.981,-23,0,2004,36.72222222
Toronto Blue Jays,47,5.11,0.691,161,1449,1184,12789,5985,4263,1631,91,150,0.985,-20,1,2004,36.60869565
Anaheim Angels,43,4.59,0.702,162,1458,1033,12882,5916,4294,1517,105,138,0.982,86,0,2003,35.87037037
Arizona Diamondbacks,43,4.23,0.69,162,1458,1110,13095,6165,4365,1693,107,132,0.983,25,0,2003,37.39506173
Atlanta Braves,34,4.57,0.699,162,1458,1111,13107,6374,4369,1884,121,166,0.981,42,0,2003,38.59876543
Baltimore Orioles,42,5.03,0.684,163,1467,1226,13047,6137,4349,1683,105,164,0.983,-49,0,2003,37.00613497
Boston Red Sox,47,4.99,0.683,162,1458,1096,13182,6186,4394,1679,113,130,0.982,-49,1,2003,37.48765432
Chicago Cubs,42,4.22,0.692,162,1458,1103,13107,6156,4369,1681,106,157,0.983,7,0,2003,37.34567901
Chicago White Sox,40,4.41,0.705,162,1458,1075,12879,5974,4293,1588,93,154,0.984,26,0,2003,36.30246914
Cincinnati Reds,57,5.47,0.685,162,1458,1100,13017,6180,4339,1700,141,152,0.977,29,0,2003,37.27777778
Cleveland Indians,54,4.8,0.698,162,1458,1156,13134,6284,4378,1780,126,178,0.98,31,0,2003,38.01234568
Colorado Rockies,49,5.51,0.678,162,1458,1120,12780,6161,4260,1785,116,165,0.981,9,1,2003,37.31481481
Detroit Tigers,42,5.73,0.685,162,1458,1156,12948,6267,4316,1813,138,194,0.978,-43,1,2003,37.83333333
Florida Marlins,40,4.27,0.691,162,1458,1185,13008,6004,4336,1590,78,162,0.987,-15,0,2003,36.58024691
Houston Astros,43,4.18,0.705,162,1458,1113,13050,6155,4350,1710,95,149,0.985,-9,0,2003,37.40740741
Kansas City Royals,53,5.35,0.69,162,1458,1135,12948,6129,4316,1705,108,143,0.982,-17,1,2003,37.16666667
Los Angeles Dodgers,42,3.43,0.702,162,1458,1058,13119,6302,4373,1810,119,164,0.981,48,0,2003,38.16666667
Milwaukee Brewers,42,5.39,0.683,162,1458,1171,13068,6087,4356,1617,114,142,0.981,-15,0,2003,36.87037037
Minnesota Twins,42,4.68,0.698,162,1458,1129,13158,5954,4386,1481,87,114,0.985,-35,0,2003,36.21604938
Montreal Expos,43,4.42,0.694,162,1458,1082,12939,6147,4313,1732,102,152,0.983,9,0,2003,37.31481481
New York Mets,50,4.68,0.688,161,1449,957,12720,6013,4240,1655,118,158,0.98,-51,1,2003,36.61490683
New York Yankees,49,4.39,0.681,163,1467,1194,13158,6078,4386,1578,114,126,0.981,-66,0,2003,36.58895706
Oakland Athletics,41,3.97,0.711,162,1458,1133,12975,6211,4325,1779,107,145,0.983,19,0,2003,37.67901235
Philadelphia Phillies,37,4.3,0.701,162,1458,1179,12993,6122,4331,1694,97,146,0.984,62,0,2003,37.19135802
Pittsburgh Pirates,45,4.94,0.691,162,1458,1058,12999,6300,4333,1844,123,159,0.98,-28,0,2003,38.12962963
San Diego Padres,51,5.13,0.695,162,1458,1085,12882,6030,4294,1634,102,141,0.983,-26,0,2003,36.59259259
Seattle Mariners,36,3.93,0.721,162,1458,1185,12969,5838,4323,1450,65,159,0.989,75,1,2003,35.63580247
San Francisco Giants,46,3.96,0.71,161,1449,1105,12936,6067,4312,1675,80,163,0.987,46,1,2003,37.1863354
St. Louis Cardinals,42,4.91,0.7,162,1458,973,13173,6112,4391,1644,77,138,0.987,32,0,2003,37.25308642
Tampa Bay Devil Rays,50,5.26,0.708,162,1458,1172,12930,5993,4310,1580,103,158,0.983,-12,1,2003,36.35802469
Texas Rangers,52,5.98,0.674,162,1458,1091,12900,6097,4300,1703,94,168,0.985,-43,0,2003,37.05555556
Toronto Blue Jays,40,5.1,0.681,162,1458,1149,12915,6164,4305,1742,117,161,0.981,-50,0,2003,37.32716049
Anaheim Angels,40,3.98,0.718,162,1458,1075,13071,6019,4357,1575,87,151,0.986,98,0,2002,36.61728395
Arizona Diamondbacks,41,4.16,0.697,162,1458,1085,13020,5935,4340,1506,89,116,0.985,-4,0,2002,36.08641975
Atlanta Braves,38,3.51,0.712,161,1449,1108,13206,6338,4402,1822,114,170,0.982,77,0,2002,38.65838509
Baltimore Orioles,46,4.77,0.701,162,1458,1165,13056,6163,4352,1720,91,173,0.985,43,1,2002,37.48148148
Boston Red Sox,39,4.1,0.702,162,1458,1150,13014,6087,4338,1645,104,140,0.983,62,1,2002,36.93209877
Chicago Cubs,44,4.69,0.685,162,1458,1060,12972,5938,4324,1500,114,144,0.981,-55,0,2002,35.95061728
Chicago White Sox,35,4.93,0.706,162,1458,1168,12807,5961,4269,1595,97,157,0.984,13,0,2002,36.19753086
Cincinnati Reds,43,4.78,0.69,162,1458,1071,13083,6254,4361,1773,120,169,0.981,1,0,2002,37.86419753
Cleveland Indians,59,5.17,0.674,162,1458,1153,12822,6049,4274,1662,113,161,0.981,-49,0,2002,36.64197531
Colorado Rockies,43,5.54,0.691,162,1458,1081,12840,6093,4280,1701,112,158,0.982,34,1,2002,36.91975309
Detroit Tigers,56,5.37,0.678,161,1449,1209,12726,6103,4242,1719,142,148,0.977,-41,1,2002,37.02484472
Florida Marlins,41,4.71,0.689,162,1458,1135,13107,6111,4369,1636,106,163,0.983,-13,0,2002,37.06790123
Houston Astros,41,4.29,0.687,162,1458,1048,13005,6081,4335,1663,83,149,0.986,-44,0,2002,37.02469136
Kansas City Royals,52,5.5,0.685,162,1458,1148,12969,6155,4323,1702,130,153,0.979,-21,1,2002,37.19135802
Los Angeles Dodgers,41,3.97,0.716,162,1458,1078,13119,6149,4373,1686,90,134,0.985,44,0,2002,37.40123457
Milwaukee Brewers,49,5.07,0.696,162,1458,1099,12891,6033,4297,1633,103,154,0.983,-14,0,2002,36.60493827
Minnesota Twins,42,4.42,0.703,161,1449,1103,13002,5830,4334,1422,74,124,0.987,21,0,2002,35.7515528
Montreal Expos,43,4.43,0.684,162,1458,1124,13077,6297,4359,1799,139,160,0.978,-13,0,2002,38.01234568
New York Mets,47,4.37,0.692,161,1449,1035,12984,6100,4328,1628,144,138,0.976,-23,0,2002,36.99378882
New York Yankees,37,4.33,0.688,161,1449,1145,13068,6007,4356,1524,127,117,0.979,-56,0,2002,36.52173913
Oakland Athletics,41,4.04,0.704,162,1458,1080,13068,6256,4356,1798,102,144,0.984,-6,0,2002,37.98765432
Philadelphia Phillies,39,4.5,0.705,161,1449,1147,13047,6137,4349,1700,88,156,0.986,24,0,2002,37.57142857
Pittsburgh Pirates,37,4.53,0.693,161,1449,1016,12714,6252,4238,1899,115,177,0.982,11,0,2002,38.11801242
San Diego Padres,59,5.03,0.675,162,1458,1004,12927,6118,4309,1681,128,162,0.979,-71,0,2002,36.97530864
Seattle Mariners,38,4.31,0.703,162,1458,1079,13008,5939,4336,1515,88,134,0.985,5,0,2002,36.11728395
San Francisco Giants,38,3.8,0.705,162,1458,1089,12936,6032,4312,1630,90,166,0.985,38,0,2002,36.67901235
St. Louis Cardinals,44,4,0.707,162,1458,1017,13017,6116,4339,1674,103,168,0.983,49,0,2002,37.11728395
Tampa Bay Devil Rays,43,5.7,0.687,161,1449,1238,12963,6014,4321,1567,126,168,0.979,-8,1,2002,36.57142857
Texas Rangers,51,5.44,0.688,162,1458,1037,12957,6101,4319,1683,99,152,0.984,-22,1,2002,37.04938272
Toronto Blue Jays,45,5.11,0.69,162,1458,1188,12945,6035,4315,1613,107,159,0.982,-7,1,2002,36.59259259
Anaheim Angels,37,4.51,0.7,162,1458,1127,12939,6106,4313,1690,103,142,0.983,39,0,2001,37.05555556
Arizona Diamondbacks,45,4.18,0.703,162,1458,1086,13137,6022,4379,1559,84,148,0.986,49,0,2001,36.65432099
Atlanta Braves,47,3.97,0.702,162,1458,1116,13026,6081,4342,1636,103,133,0.983,61,0,2001,36.90123457
Baltimore Orioles,46,5.12,0.694,162,1458,1173,12891,6021,4297,1599,125,137,0.979,-13,1,2001,36.39506173
Boston Red Sox,48,4.63,0.684,161,1449,1133,13032,6015,4344,1558,113,129,0.981,-50,0,2001,36.65838509
